density(tonne/mm3),E(MPa),v(-),phi(deg),psi(deg),c(MPa),area_reduced(%),plastic_zone(%),max_PEEQ(-),min_PEEQ(-),sim_num
2.4e-09,100,0.4,38.75,11.625,0.0005,0,0,0.0142671,2.19749e-09,955
2.4e-09,100,0.4,38.75,11.625,0.025375,0,0,0.00339886,2.79026e-08,956
2.4e-09,100,0.4,38.75,11.625,0.05025,0,0,0.00157823,3.75293e-08,957
2.4e-09,100,0.4,38.75,11.625,0.075125,0,0,0.000479543,1.51088e-06,958
2.4e-09,100,0.4,38.75,11.625,0.1,0,0,0,0,959
2.4e-09,100,0.4,38.75,19.375,0.0005,0,0,0.0158654,1.70841e-06,960
2.4e-09,100,0.4,38.75,19.375,0.025375,0,0,0.00372482,3.66349e-09,961
2.4e-09,100,0.4,38.75,19.375,0.05025,0,0,0.00167435,2.178e-08,962
2.4e-09,100,0.4,38.75,19.375,0.075125,0,0,0.000541437,7.62854e-07,963
2.4e-09,100,0.4,38.75,19.375,0.1,0,0,0,0,964
2.4e-09,100,0.4,38.75,27.125,0.0005,0,0,0.0216856,3.64439e-06,965
2.4e-09,100,0.4,38.75,27.125,0.025375,0,0,0.00422283,1.37736e-08,966
2.4e-09,100,0.4,38.75,27.125,0.05025,0,0,0.00179663,2.61262e-07,967
2.4e-09,100,0.4,38.75,27.125,0.075125,0,0,0.000596299,2.61066e-07,968
2.4e-09,100,0.4,38.75,27.125,0.1,0,0,0,0,969
2.4e-09,100,0.4,38.75,34.875,0.0005,0,6.83351949383669,0.269224,9.10338e-06,970
2.4e-09,100,0.4,38.75,34.875,0.025375,0,0,0.00509149,9.71583e-09,971
2.4e-09,100,0.4,38.75,34.875,0.05025,0,0,0.00196155,8.01751e-07,972
2.4e-09,100,0.4,38.75,34.875,0.075125,0,0,0.000643793,5.94436e-07,973
2.4e-09,100,0.4,38.75,34.875,0.1,0,0,0,0,974
2.4e-09,100,0.4,45,4.5,0.0005,NaN,NaN,NaN,NaN,975
2.4e-09,100,0.4,45,4.5,0.025375,0,0,0.0026257,5.05121e-08,976
2.4e-09,100,0.4,45,4.5,0.05025,0,0,0.00127782,7.32703e-07,977
2.4e-09,100,0.4,45,4.5,0.075125,0,0,0.000308705,6.45984e-07,978
2.4e-09,100,0.4,45,4.5,0.1,0,0,0,0,979
2.4e-09,100,0.4,45,13.5,0.0005,0,0,0.00811217,2.45529e-05,980
2.4e-09,100,0.4,45,13.5,0.025375,0,0,0.00284344,3.56012e-08,981
2.4e-09,100,0.4,45,13.5,0.05025,0,0,0.00139595,3.09552e-07,982
2.4e-09,100,0.4,45,13.5,0.075125,0,0,0.000417343,1.07709e-07,983
2.4e-09,100,0.4,45,13.5,0.1,0,0,0,0,984
2.4e-09,100,0.4,45,22.5,0.0005,0,0,0.0105656,2.49268e-05,985
2.4e-09,100,0.4,45,22.5,0.025375,0,0,0.00317556,5.37241e-09,986
2.4e-09,100,0.4,45,22.5,0.05025,0,0,0.00150863,1.70692e-07,987
2.4e-09,100,0.4,45,22.5,0.075125,0,0,0.000505359,2.02609e-06,988
2.4e-09,100,0.4,45,22.5,0.1,0,0,2.89794e-06,5.04733e-07,989
2.4e-09,100,0.4,45,31.5,0.0005,0,0,0.0200225,2.44513e-05,990
2.4e-09,100,0.4,45,31.5,0.025375,0,0,0.00372355,1.80892e-08,991
2.4e-09,100,0.4,45,31.5,0.05025,0,0,0.0016325,1.75621e-07,992
2.4e-09,100,0.4,45,31.5,0.075125,0,0,0.000578679,1.9046e-06,993
2.4e-09,100,0.4,45,31.5,0.1,0,0,1.19261e-05,2.86488e-07,994
2.4e-09,100,0.4,45,40.5,0.0005,0,3.85126523203915,0.205259,2.30214e-05,995
2.4e-09,100,0.4,45,40.5,0.025375,0,0,0.00486962,2.47134e-09,996
2.4e-09,100,0.4,45,40.5,0.05025,0,0,0.00179474,1.46091e-07,997
2.4e-09,100,0.4,45,40.5,0.075125,0,0,0.00063523,4.90847e-07,998
2.4e-09,100,0.4,45,40.5,0.1,0,0,1.64162e-05,5.5768e-07,999
